regime,n,nb,ratio,skew,pc,kp,kvs,kv_big,kv_mean,t_mean_us,t_max_us,t_skew_us,alpha
mixed,4,3,0.75,4.0,16,512,4096,16384,13312,895.745,1095.556,1094.658,0.9955
mixed,4,3,0.75,4.0,16,1024,128,512,416,85.376,86.369,85.696,0.3223
mixed,4,3,0.75,4.0,16,1024,256,1024,832,86.783,88.704,87.36,0.3004
mixed,4,3,0.75,4.0,16,1024,512,2048,1664,129.825,156.769,154.878,0.9298
mixed,4,3,0.75,4.0,16,1024,1024,4096,3328,239.714,290.592,289.665,0.9818
mixed,4,3,0.75,4.0,16,1024,2048,8192,6656,458.818,560.224,555.745,0.9558
mixed,4,3,0.75,4.0,16,1024,4096,16384,13312,895.683,1097.508,1095.97,0.9924
mixed,4,3,0.75,4.0,16,2048,128,512,416,152.673,153.952,153.856,0.9249
mixed,4,3,0.75,4.0,16,2048,256,1024,832,155.072,156.192,154.177,-0.7991
mixed,4,3,0.75,4.0,16,2048,512,2048,1664,157.122,158.4,156.482,-0.5008
mixed,4,3,0.75,4.0,16,2048,1024,4096,3328,240.449,293.088,290.336,0.9477
mixed,4,3,0.75,4.0,16,2048,2048,8192,6656,458.464,559.298,559.01,0.9971
mixed,4,3,0.75,4.0,16,2048,4096,16384,13312,899.778,1099.776,1095.167,0.977
mixed,4,3,0.75,4.0,16,4096,128,512,416,287.233,287.265,287.04,-6.0313
mixed,4,3,0.75,4.0,16,4096,256,1024,832,287.52,289.599,287.168,-0.1693
mixed,4,3,0.75,4.0,16,4096,512,2048,1664,290.978,292.32,289.441,-1.1453
mixed,4,3,0.75,4.0,16,4096,1024,4096,3328,292.321,292.8,292.193,-0.2672
mixed,4,3,0.75,4.0,16,4096,2048,8192,6656,459.137,560.704,559.043,0.9836
mixed,4,3,0.75,4.0,16,4096,4096,16384,13312,901.315,1099.715,1098.403,0.9934
mixed,4,3,0.75,4.0,16,8192,128,512,416,556.193,556.93,556.385,0.2605
mixed,4,3,0.75,4.0,16,8192,256,1024,832,555.969,555.488,556.129,
mixed,4,3,0.75,4.0,16,8192,512,2048,1664,558.914,558.466,556.737,
mixed,4,3,0.75,4.0,16,8192,1024,4096,3328,558.882,559.038,558.05,-5.3333
mixed,4,3,0.75,4.0,16,8192,2048,8192,6656,560.673,560.929,559.778,-3.4961
mixed,4,3,0.75,4.0,16,8192,4096,16384,13312,899.043,1100.066,1097.443,0.987
mixed,4,3,0.75,4.0,32,0,128,512,416,45.471,53.183,53.088,0.9877
mixed,4,3,0.75,4.0,32,0,256,1024,832,70.017,86.625,85.377,0.9249
mixed,4,3,0.75,4.0,32,0,512,2048,1664,127.998,155.777,153.76,0.9274
mixed,4,3,0.75,4.0,32,0,1024,4096,3328,238.402,289.185,287.68,0.9704
mixed,4,3,0.75,4.0,32,0,2048,8192,6656,455.331,557.216,555.17,0.9799
mixed,4,3,0.75,4.0,32,0,4096,16384,13312,894.338,1095.747,1094.118,0.9919
mixed,4,3,0.75,4.0,32,512,128,512,416,52.994,54.144,53.568,0.4991
mixed,4,3,0.75,4.0,32,512,256,1024,832,71.649,87.457,85.92,0.9028
mixed,4,3,0.75,4.0,32,512,512,2048,1664,129.856,156.224,154.561,0.9369
mixed,4,3,0.75,4.0,32,512,1024,4096,3328,239.264,289.664,288.674,0.9804
mixed,4,3,0.75,4.0,32,512,2048,8192,6656,455.777,557.28,555.873,0.9861
mixed,4,3,0.75,4.0,32,512,4096,16384,13312,895.969,1097.314,1095.203,0.9895
mixed,4,3,0.75,4.0,32,1024,128,512,416,85.857,86.462,85.984,0.2099
mixed,4,3,0.75,4.0,32,1024,256,1024,832,87.041,88.768,87.552,0.2959
mixed,4,3,0.75,4.0,32,1024,512,2048,1664,129.215,156.353,154.592,0.9351
mixed,4,3,0.75,4.0,32,1024,1024,4096,3328,239.84,291.745,289.888,0.9642
mixed,4,3,0.75,4.0,32,1024,2048,8192,6656,457.409,559.362,558.242,0.989
mixed,4,3,0.75,4.0,32,1024,4096,16384,13312,894.18,1100.676,1095.553,0.9752
mixed,4,3,0.75,4.0,32,2048,128,512,416,153.824,154.144,153.536,-0.9
mixed,4,3,0.75,4.0,32,2048,256,1024,832,155.552,156.353,154.755,-0.995
mixed,4,3,0.75,4.0,32,2048,512,2048,1664,157.568,158.592,157.184,-0.375
mixed,4,3,0.75,4.0,32,2048,1024,4096,3328,241.087,293.503,289.952,0.9323
mixed,4,3,0.75,4.0,32,2048,2048,8192,6656,457.826,560.48,559.074,0.9863
mixed,4,3,0.75,4.0,32,2048,4096,16384,13312,897.122,1102.404,1098.115,0.9791
mixed,4,3,0.75,4.0,32,4096,128,512,416,286.21,288.353,287.744,0.7158
mixed,4,3,0.75,4.0,32,4096,256,1024,832,287.649,289.857,288.13,0.2178
mixed,4,3,0.75,4.0,32,4096,512,2048,1664,291.713,292.416,289.791,-2.734
mixed,4,3,0.75,4.0,32,4096,1024,4096,3328,292.098,294.463,291.744,-0.1497
mixed,4,3,0.75,4.0,32,4096,2048,8192,6656,459.937,560.546,558.21,0.9768
mixed,4,3,0.75,4.0,32,4096,4096,16384,13312,899.168,1100.643,1102.562,1.0095
mixed,4,3,0.75,4.0,32,8192,128,512,416,556.289,555.778,556.418,
mixed,4,3,0.75,4.0,32,8192,256,1024,832,559.81,557.792,556.353,
mixed,4,3,0.75,4.0,32,8192,512,2048,1664,559.488,559.137,556.353,
mixed,4,3,0.75,4.0,32,8192,1024,4096,3328,559.168,559.618,557.473,-3.7667
mixed,4,3,0.75,4.0,32,8192,2048,8192,6656,561.794,562.434,561.154,-1.0
mixed,4,3,0.75,4.0,32,8192,4096,16384,13312,898.37,1100.386,1097.346,0.985
mixed,4,3,0.75,4.0,64,0,128,512,416,46.112,54.367,53.569,0.9033
mixed,4,3,0.75,4.0,64,0,256,1024,832,71.586,86.4,85.921,0.9677
mixed,4,3,0.75,4.0,64,0,512,2048,1664,129.407,155.904,154.657,0.9529
mixed,4,3,0.75,4.0,64,0,1024,4096,3328,238.945,289.889,288.032,0.9635
mixed,4,3,0.75,4.0,64,0,2048,8192,6656,457.666,556.736,557.505,1.0078
mixed,4,3,0.75,4.0,64,0,4096,16384,13312,895.01,1097.762,1095.138,0.9871
mixed,4,3,0.75,4.0,64,512,128,512,416,54.591,55.904,55.488,0.6832
mixed,4,3,0.75,4.0,64,512,256,1024,832,71.168,87.84,85.856,0.881
mixed,4,3,0.75,4.0,64,512,512,2048,1664,130.239,156.832,154.145,0.899
mixed,4,3,0.75,4.0,64,512,1024,4096,3328,240.544,290.943,289.344,0.9683
mixed,4,3,0.75,4.0,64,512,2048,8192,6656,457.376,558.337,557.762,0.9943
mixed,4,3,0.75,4.0,64,512,4096,16384,13312,896.194,1098.66,1098.021,0.9968
mixed,4,3,0.75,4.0,64,1024,128,512,416,87.264,87.359,87.104,-1.6842
mixed,4,3,0.75,4.0,64,1024,256,1024,832,89.025,89.407,88.93,-0.2487
mixed,4,3,0.75,4.0,64,1024,512,2048,1664,129.856,156.992,154.912,0.9233
mixed,4,3,0.75,4.0,64,1024,1024,4096,3328,240.065,292.16,290.785,0.9736
mixed,4,3,0.75,4.0,64,1024,2048,8192,6656,456.545,560.355,558.914,0.9861
mixed,4,3,0.75,4.0,64,1024,4096,16384,13312,897.251,1099.842,1096.579,0.9839
mixed,4,3,0.75,4.0,64,2048,128,512,416,154.721,155.2,154.528,-0.4029
mixed,4,3,0.75,4.0,64,2048,256,1024,832,156.897,158.691,157.026,0.0719
mixed,4,3,0.75,4.0,64,2048,512,2048,1664,158.177,159.488,157.727,-0.3432
mixed,4,3,0.75,4.0,64,2048,1024,4096,3328,241.953,292.864,290.209,0.9479
mixed,4,3,0.75,4.0,64,2048,2048,8192,6656,458.433,558.913,560.098,1.0118
mixed,4,3,0.75,4.0,64,2048,4096,16384,13312,898.05,1101.537,1099.043,0.9877
mixed,4,3,0.75,4.0,64,4096,128,512,416,288.544,287.968,288.512,
mixed,4,3,0.75,4.0,64,4096,256,1024,832,289.41,290.914,289.12,-0.1928
mixed,4,3,0.75,4.0,64,4096,512,2048,1664,292.128,292.289,291.202,-5.7516
mixed,4,3,0.75,4.0,64,4096,1024,4096,3328,292.928,294.464,292.607,-0.209
mixed,4,3,0.75,4.0,64,4096,2048,8192,6656,459.65,562.465,559.809,0.9742
mixed,4,3,0.75,4.0,64,4096,4096,16384,13312,899.491,1103.555,1098.785,0.9766
mixed,4,3,0.75,4.0,64,8192,128,512,416,556.897,557.858,559.715,2.9324
mixed,4,3,0.75,4.0,64,8192,256,1024,832,557.249,559.807,557.761,0.2002
mixed,4,3,0.75,4.0,64,8192,512,2048,1664,560.577,558.401,558.655,
mixed,4,3,0.75,4.0,64,8192,1024,4096,3328,560.385,561.858,559.843,-0.368
mixed,4,3,0.75,4.0,64,8192,2048,8192,6656,562.625,566.05,561.89,-0.2146
mixed,4,3,0.75,4.0,64,8192,4096,16384,13312,900.802,1104.964,1098.915,0.9704
mixed,4,3,0.75,4.0,128,0,128,512,416,61.791,71.362,69.568,0.8126
mixed,4,3,0.75,4.0,128,0,256,1024,832,86.496,101.248,100.894,0.976
mixed,4,3,0.75,4.0,128,0,512,2048,1664,142.4,165.793,165.185,0.974
mixed,4,3,0.75,4.0,128,0,1024,4096,3328,249.824,292.897,289.952,0.9316
mixed,4,3,0.75,4.0,128,0,2048,8192,6656,456.993,555.969,553.922,0.9793
mixed,4,3,0.75,4.0,128,0,4096,16384,13312,893.763,1096.963,1094.211,0.9865
mixed,4,3,0.75,4.0,128,512,128,512,416,84.256,98.272,76.16,-0.5776
mixed,4,3,0.75,4.0,128,512,256,1024,832,119.296,135.072,117.728,-0.0994
mixed,4,3,0.75,4.0,128,512,512,2048,1664,175.712,200.865,197.28,0.8575
mixed,4,3,0.75,4.0,128,512,1024,4096,3328,279.648,325.856,326.273,1.009
mixed,4,3,0.75,4.0,128,512,2048,8192,6656,486.498,584.899,576.833,0.918
mixed,4,3,0.75,4.0,128,512,4096,16384,13312,897.89,1101.859,1094.113,0.962
mixed,4,3,0.75,4.0,128,1024,128,512,416,91.935,98.144,91.776,-0.0256
mixed,4,3,0.75,4.0,128,1024,256,1024,832,133.088,165.729,118.368,-0.451
mixed,4,3,0.75,4.0,128,1024,512,2048,1664,210.464,233.665,196.833,-0.5875
mixed,4,3,0.75,4.0,128,1024,1024,4096,3328,313.697,361.536,357.153,0.9084
mixed,4,3,0.75,4.0,128,1024,2048,8192,6656,516.673,611.009,612.865,1.0197
mixed,4,3,0.75,4.0,128,1024,4096,16384,13312,924.833,1114.721,1108.003,0.9646
mixed,4,3,0.75,4.0,128,2048,128,512,416,157.441,158.849,158.338,0.6371
mixed,4,3,0.75,4.0,128,2048,256,1024,832,160.256,166.273,160.065,-0.0317
mixed,4,3,0.75,4.0,128,2048,512,2048,1664,247.683,296.576,198.849,-0.9988
mixed,4,3,0.75,4.0,128,2048,1024,4096,3328,378.881,428.162,356.896,-0.4461
mixed,4,3,0.75,4.0,128,2048,2048,8192,6656,586.112,679.008,673.889,0.9449
mixed,4,3,0.75,4.0,128,2048,4096,16384,13312,988.803,1182.85,1179.265,0.9815
mixed,4,3,0.75,4.0,128,4096,128,512,416,290.271,291.042,289.985,-0.3709
mixed,4,3,0.75,4.0,128,4096,256,1024,832,292.513,293.472,291.714,-0.8332
mixed,4,3,0.75,4.0,128,4096,512,2048,1664,294.817,296.992,294.242,-0.2644
mixed,4,3,0.75,4.0,128,4096,1024,4096,3328,457.409,555.394,361.026,-0.9837
mixed,4,3,0.75,4.0,128,4096,2048,8192,6656,718.081,812.448,678.819,-0.4161
mixed,4,3,0.75,4.0,128,4096,4096,16384,13312,1126.084,1312.193,1305.414,0.9636
mixed,4,3,0.75,4.0,128,8192,128,512,416,559.936,559.552,559.234,
mixed,4,3,0.75,4.0,128,8192,256,1024,832,560.962,560.929,558.753,
mixed,4,3,0.75,4.0,128,8192,512,2048,1664,559.715,562.018,561.505,0.7772
mixed,4,3,0.75,4.0,128,8192,1024,4096,3328,566.432,564.769,561.697,
mixed,4,3,0.75,4.0,128,8192,2048,8192,6656,875.427,1070.369,680.227,-1.0013
mixed,4,3,0.75,4.0,128,8192,4096,16384,13312,1393.156,1584.772,1314.82,-0.4088
mixed,4,3,0.75,4.0,256,0,128,512,416,71.551,79.296,77.024,0.7066
mixed,4,3,0.75,4.0,256,0,256,1024,832,96.544,111.617,110.304,0.9129
mixed,4,3,0.75,4.0,256,0,512,2048,1664,152.736,178.497,176.321,0.9155
mixed,4,3,0.75,4.0,256,0,1024,4096,3328,258.848,305.409,303.202,0.9526
mixed,4,3,0.75,4.0,256,0,2048,8192,6656,465.057,560.259,556.834,0.964
mixed,4,3,0.75,4.0,256,0,4096,16384,13312,891.713,1096.834,1092.928,0.981
mixed,4,3,0.75,4.0,256,512,128,512,416,107.425,113.28,112.225,0.8198
mixed,4,3,0.75,4.0,256,512,256,1024,832,129.471,146.144,141.344,0.7121
mixed,4,3,0.75,4.0,256,512,512,2048,1664,186.495,211.905,205.888,0.7632
mixed,4,3,0.75,4.0,256,512,1024,4096,3328,292.513,338.592,335.008,0.9222
mixed,4,3,0.75,4.0,256,512,2048,8192,6656,497.922,593.089,592.224,0.9909
mixed,4,3,0.75,4.0,256,512,4096,16384,13312,910.785,1106.275,1098.914,0.9623
mixed,4,3,0.75,4.0,256,1024,128,512,416,140.768,148.513,146.591,0.7518
mixed,4,3,0.75,4.0,256,1024,256,1024,832,165.951,181.056,178.912,0.8581
mixed,4,3,0.75,4.0,256,1024,512,2048,1664,221.28,245.088,239.713,0.7742
mixed,4,3,0.75,4.0,256,1024,1024,4096,3328,324.479,372.832,366.432,0.8676
mixed,4,3,0.75,4.0,256,1024,2048,8192,6656,532.288,628.48,629.346,1.009
mixed,4,3,0.75,4.0,256,1024,4096,16384,13312,941.859,1137.28,1135.08,0.9887
mixed,4,3,0.75,4.0,256,2048,128,512,416,206.017,213.953,212.638,0.8343
mixed,4,3,0.75,4.0,256,2048,256,1024,832,232.032,246.591,244.832,0.8792
mixed,4,3,0.75,4.0,256,2048,512,2048,1664,287.199,312.193,310.816,0.9449
mixed,4,3,0.75,4.0,256,2048,1024,4096,3328,389.344,437.953,431.457,0.8664
mixed,4,3,0.75,4.0,256,2048,2048,8192,6656,596.098,691.231,685.123,0.9358
mixed,4,3,0.75,4.0,256,2048,4096,16384,13312,1010.37,1199.874,1190.179,0.9488
mixed,4,3,0.75,4.0,256,4096,128,512,416,333.985,342.207,339.935,0.7237
mixed,4,3,0.75,4.0,256,4096,256,1024,832,359.872,376.126,373.793,0.8565
mixed,4,3,0.75,4.0,256,4096,512,2048,1664,417.536,442.305,439.04,0.8682
mixed,4,3,0.75,4.0,256,4096,1024,4096,3328,523.841,574.592,571.489,0.9389
mixed,4,3,0.75,4.0,256,4096,2048,8192,6656,727.65,823.555,818.112,0.9432
mixed,4,3,0.75,4.0,256,4096,4096,16384,13312,1137.794,1324.067,1323.618,0.9976
mixed,4,3,0.75,4.0,256,8192,128,512,416,591.073,599.297,597.376,0.7664
mixed,4,3,0.75,4.0,256,8192,256,1024,832,616.128,625.827,624.866,0.9009
mixed,4,3,0.75,4.0,256,8192,512,2048,1664,669.25,695.808,693.186,0.9013
mixed,4,3,0.75,4.0,256,8192,1024,4096,3328,774.912,826.783,822.37,0.9149
mixed,4,3,0.75,4.0,256,8192,2048,8192,6656,991.331,1092.001,1087.233,0.9526
mixed,4,3,0.75,4.0,256,8192,4096,16384,13312,1402.372,1594.211,1583.587,0.9446
mixed,4,3,0.75,4.0,512,0,128,512,416,99.137,110.4,107.392,0.7329
mixed,4,3,0.75,4.0,512,0,256,1024,832,139.903,161.952,151.776,0.5385
mixed,4,3,0.75,4.0,512,0,512,2048,1664,202.016,227.457,217.92,0.6251
mixed,4,3,0.75,4.0,512,0,1024,4096,3328,307.905,356.386,349.954,0.8673
mixed,4,3,0.75,4.0,512,0,2048,8192,6656,511.999,610.85,607.103,0.9621
mixed,4,3,0.75,4.0,512,0,4096,16384,13312,927.331,1106.244,1107.107,1.0048
mixed,4,3,0.75,4.0,512,512,128,512,416,166.879,177.408,161.023,-0.5562
mixed,4,3,0.75,4.0,512,512,256,1024,832,186.53,200.576,184.416,-0.1505
mixed,4,3,0.75,4.0,512,512,512,2048,1664,256.224,292.385,276.929,0.5726
mixed,4,3,0.75,4.0,512,512,1024,4096,3328,371.586,420.961,409.92,0.7764
mixed,4,3,0.75,4.0,512,512,2048,8192,6656,578.723,676.898,668.45,0.9139
mixed,4,3,0.75,4.0,512,512,4096,16384,13312,986.178,1176.1,1174.914,0.9938
mixed,4,3,0.75,4.0,512,1024,128,512,416,222.305,222.145,223.007,
mixed,4,3,0.75,4.0,512,1024,256,1024,832,246.462,275.266,232.322,-0.4909
mixed,4,3,0.75,4.0,512,1024,512,2048,1664,304.032,325.985,308.768,0.2157
mixed,4,3,0.75,4.0,512,1024,1024,4096,3328,433.859,482.017,465.857,0.6644
mixed,4,3,0.75,4.0,512,1024,2048,8192,6656,642.658,734.401,724.929,0.8968
mixed,4,3,0.75,4.0,512,1024,4096,16384,13312,1055.584,1247.747,1235.395,0.9357
mixed,4,3,0.75,4.0,512,2048,128,512,416,342.976,345.281,344.193,0.528
mixed,4,3,0.75,4.0,512,2048,256,1024,832,346.913,354.144,346.814,-0.0137
mixed,4,3,0.75,4.0,512,2048,512,2048,1664,418.433,465.827,376.672,-0.8811
mixed,4,3,0.75,4.0,512,2048,1024,4096,3328,531.555,576.959,565.471,0.747
mixed,4,3,0.75,4.0,512,2048,2048,8192,6656,762.69,856.642,845.505,0.8815
mixed,4,3,0.75,4.0,512,2048,4096,16384,13312,1174.817,1366.082,1352.451,0.9287
mixed,4,3,0.75,4.0,512,4096,128,512,416,590.592,590.083,590.687,
mixed,4,3,0.75,4.0,512,4096,256,1024,832,591.393,593.73,591.008,-0.1647
mixed,4,3,0.75,4.0,512,4096,512,2048,1664,593.762,610.144,602.114,0.5098
mixed,4,3,0.75,4.0,512,4096,1024,4096,3328,751.778,834.21,665.026,-1.0524
mixed,4,3,0.75,4.0,512,4096,2048,8192,6656,979.618,1081.282,1078.276,0.9704
mixed,4,3,0.75,4.0,512,4096,4096,16384,13312,1415.171,1602.979,1592.097,0.9421
mixed,4,3,0.75,4.0,512,8192,128,512,416,1081.186,1082.688,1082.724,1.024
mixed,4,3,0.75,4.0,512,8192,256,1024,832,1081.699,1081.12,1080.899,
mixed,4,3,0.75,4.0,512,8192,512,2048,1664,1081.379,1083.456,1087.523,2.9581
mixed,4,3,0.75,4.0,512,8192,1024,4096,3328,1083.492,1117.345,1117.282,0.9981
mixed,4,3,0.75,4.0,512,8192,2048,8192,6656,1404.261,1581.249,1237.282,-0.9434
mixed,4,3,0.75,4.0,512,8192,4096,16384,13312,1876.804,2094.756,2074.725,0.9081
mixed,4,3,0.75,4.0,1024,0,128,512,416,216.896,221.473,217.472,0.1258
mixed,4,3,0.75,4.0,1024,0,256,1024,832,231.68,251.359,243.01,0.5757
mixed,4,3,0.75,4.0,1024,0,512,2048,1664,308.033,341.695,325.345,0.5143
mixed,4,3,0.75,4.0,1024,0,1024,4096,3328,453.089,500.322,471.106,0.3814
mixed,4,3,0.75,4.0,1024,0,2048,8192,6656,656.482,749.44,737.283,0.8692
mixed,4,3,0.75,4.0,1024,0,4096,16384,13312,1060.866,1253.411,1244.675,0.9546
mixed,4,3,0.75,4.0,1024,512,128,512,416,320.737,326.913,320.801,0.0104
mixed,4,3,0.75,4.0,1024,512,256,1024,832,337.024,348.384,340.834,0.3354
mixed,4,3,0.75,4.0,1024,512,512,2048,1664,387.234,423.33,408.353,0.5851
mixed,4,3,0.75,4.0,1024,512,1024,4096,3328,538.756,605.313,571.328,0.4894
mixed,4,3,0.75,4.0,1024,512,2048,8192,6656,796.002,890.018,852.001,0.5956
mixed,4,3,0.75,4.0,1024,512,4096,16384,13312,1202.691,1396.132,1370.5,0.8675
mixed,4,3,0.75,4.0,1024,1024,128,512,416,420.096,421.922,418.85,-0.6824
mixed,4,3,0.75,4.0,1024,1024,256,1024,832,438.785,450.082,443.202,0.391
mixed,4,3,0.75,4.0,1024,1024,512,2048,1664,478.594,504.514,488.64,0.3876
mixed,4,3,0.75,4.0,1024,1024,1024,4096,3328,608.579,686.626,657.217,0.6232
mixed,4,3,0.75,4.0,1024,1024,2048,8192,6656,895.328,1030.306,967.84,0.5372
mixed,4,3,0.75,4.0,1024,1024,4096,16384,13312,1343.172,1534.276,1485.156,0.743
mixed,4,3,0.75,4.0,1024,2048,128,512,416,604.002,612.032,606.432,0.3026
mixed,4,3,0.75,4.0,1024,2048,256,1024,832,632.035,650.881,638.787,0.3583
mixed,4,3,0.75,4.0,1024,2048,512,2048,1664,685.411,698.658,691.33,0.4468
mixed,4,3,0.75,4.0,1024,2048,1024,4096,3328,774.019,832.068,808.481,0.5937
mixed,4,3,0.75,4.0,1024,2048,2048,8192,6656,1073.25,1218.691,1169.603,0.6625
mixed,4,3,0.75,4.0,1024,2048,4096,16384,13312,1625.604,1815.459,1713.603,0.4635
mixed,4,3,0.75,4.0,1024,4096,128,512,416,972.417,982.98,975.265,0.2696
mixed,4,3,0.75,4.0,1024,4096,256,1024,832,998.821,1010.341,1000.386,0.1359
mixed,4,3,0.75,4.0,1024,4096,512,2048,1664,1056.227,1080.867,1065.283,0.3675
mixed,4,3,0.75,4.0,1024,4096,1024,4096,3328,1160.257,1194.949,1190.116,0.8607
mixed,4,3,0.75,4.0,1024,4096,2048,8192,6656,1356.674,1450.978,1426.308,0.7384
mixed,4,3,0.75,4.0,1024,4096,4096,16384,13312,2009.67,2206.727,2154.884,0.7369
mixed,4,3,0.75,4.0,1024,8192,128,512,416,1710.821,1711.873,1704.323,-6.1768
mixed,4,3,0.75,4.0,1024,8192,256,1024,832,1733.698,1743.875,1732.324,-0.135
mixed,4,3,0.75,4.0,1024,8192,512,2048,1664,1786.597,1813.22,1803.237,0.625
mixed,4,3,0.75,4.0,1024,8192,1024,4096,3328,1896.87,1944.582,1938.852,0.8799
mixed,4,3,0.75,4.0,1024,8192,2048,8192,6656,2109.027,2185.51,2172.424,0.8289
mixed,4,3,0.75,4.0,1024,8192,4096,16384,13312,2499.725,2702.726,2668.421,0.831
mixed,4,3,0.75,4.0,2048,0,128,512,416,567.009,572.031,567.808,0.1591
mixed,4,3,0.75,4.0,2048,0,256,1024,832,582.178,590.848,584.321,0.2472
mixed,4,3,0.75,4.0,2048,0,512,2048,1664,615.552,646.243,629.121,0.4421
mixed,4,3,0.75,4.0,2048,0,1024,4096,3328,762.562,834.562,805.251,0.5929
mixed,4,3,0.75,4.0,2048,0,2048,8192,6656,1053.603,1186.274,1133.409,0.6015
mixed,4,3,0.75,4.0,2048,0,4096,16384,13312,1558.626,1745.988,1675.172,0.622
mixed,4,3,0.75,4.0,2048,512,128,512,416,752.48,758.083,753.185,0.1258
mixed,4,3,0.75,4.0,2048,512,256,1024,832,771.939,781.953,771.937,-0.0002
mixed,4,3,0.75,4.0,2048,512,512,2048,1664,808.033,819.935,804.896,-0.2636
mixed,4,3,0.75,4.0,2048,512,1024,4096,3328,929.378,1002.338,967.585,0.5237
mixed,4,3,0.75,4.0,2048,512,2048,8192,6656,1225.509,1358.053,1304.289,0.5944
mixed,4,3,0.75,4.0,2048,512,4096,16384,13312,1792.323,2016.899,1906.695,0.5093
mixed,4,3,0.75,4.0,2048,1024,128,512,416,933.347,942.306,935.395,0.2286
mixed,4,3,0.75,4.0,2048,1024,256,1024,832,952.835,962.657,952.834,-0.0001
mixed,4,3,0.75,4.0,2048,1024,512,2048,1664,987.714,998.817,985.091,-0.2362
mixed,4,3,0.75,4.0,2048,1024,1024,4096,3328,1085.345,1159.33,1127.842,0.5744
mixed,4,3,0.75,4.0,2048,1024,2048,8192,6656,1393.313,1526.083,1473.797,0.6062
mixed,4,3,0.75,4.0,2048,1024,4096,16384,13312,1972.421,2231.878,2125.477,0.5899
mixed,4,3,0.75,4.0,2048,2048,128,512,416,1303.874,1305.379,1302.626,-0.8292
mixed,4,3,0.75,4.0,2048,2048,256,1024,832,1317.923,1326.688,1322.437,0.515
mixed,4,3,0.75,4.0,2048,2048,512,2048,1664,1352.419,1367.299,1356.097,0.2472
mixed,4,3,0.75,4.0,2048,2048,1024,4096,3328,1418.787,1471.651,1439.332,0.3886
mixed,4,3,0.75,4.0,2048,2048,2048,8192,6656,1712.228,1858.18,1799.267,0.5964
mixed,4,3,0.75,4.0,2048,2048,4096,16384,13312,2307.556,2570.918,2472.261,0.6254
mixed,4,3,0.75,4.0,2048,4096,128,512,416,2031.876,2036.806,2033.059,0.24
mixed,4,3,0.75,4.0,2048,4096,256,1024,832,2041.605,2053.926,2042.471,0.0703
mixed,4,3,0.75,4.0,2048,4096,512,2048,1664,2076.583,2091.59,2070.118,-0.4308
mixed,4,3,0.75,4.0,2048,4096,1024,4096,3328,2150.084,2199.845,2138.277,-0.2373
mixed,4,3,0.75,4.0,2048,4096,2048,8192,6656,2352.802,2477.862,2427.171,0.5947
mixed,4,3,0.75,4.0,2048,4096,4096,16384,13312,2971.399,3262.155,3121.314,0.5156
mixed,4,3,0.75,4.0,2048,8192,128,512,416,3500.841,3508.42,3496.814,-0.5313
mixed,4,3,0.75,4.0,2048,8192,256,1024,832,3509.001,3515.337,3513.452,0.7025
mixed,4,3,0.75,4.0,2048,8192,512,2048,1664,3539.175,3554.892,3532.967,-0.395
mixed,4,3,0.75,4.0,2048,8192,1024,4096,3328,3582.594,3606.091,3560.487,-0.9408
mixed,4,3,0.75,4.0,2048,8192,2048,8192,6656,3807.403,3921.354,3651.016,-1.3724
mixed,4,3,0.75,4.0,2048,8192,4096,16384,13312,4243.396,4461.512,4410.896,0.7679
pure,8,1,0.125,4.0,0,0,128,512,176,46.304,58.112,49.184,0.2439
pure,8,1,0.125,4.0,0,0,256,1024,352,52.032,78.081,55.744,0.1425
pure,8,1,0.125,4.0,0,0,512,2048,704,67.712,111.489,70.561,0.0651
pure,8,1,0.125,4.0,0,0,1024,4096,1408,95.681,177.441,91.424,-0.0521
pure,8,1,0.125,4.0,0,0,2048,8192,2816,142.016,328.384,147.904,0.0316
pure,8,1,0.125,4.0,0,0,4096,16384,5632,237.185,592.45,244.802,0.0214
mixed,8,1,0.125,4.0,16,0,128,512,176,51.553,98.176,72.448,0.4482
mixed,8,1,0.125,4.0,16,0,256,1024,352,69.728,166.24,112.096,0.439
mixed,8,1,0.125,4.0,16,0,512,2048,704,117.76,297.12,192.64,0.4175
mixed,8,1,0.125,4.0,16,0,1024,4096,1408,214.305,558.465,351.841,0.3996
mixed,8,1,0.125,4.0,16,0,2048,8192,2816,393.664,1077.347,669.634,0.4037
mixed,8,1,0.125,4.0,16,0,4096,16384,5632,752.738,2159.333,1296.067,0.3863
mixed,8,1,0.125,4.0,16,512,128,512,176,76.416,101.568,76.032,-0.0153
mixed,8,1,0.125,4.0,16,512,256,1024,352,86.335,166.911,116.672,0.3765
mixed,8,1,0.125,4.0,16,512,512,2048,704,117.825,298.593,194.879,0.4263
mixed,8,1,0.125,4.0,16,512,1024,4096,1408,214.463,557.121,351.648,0.4004
mixed,8,1,0.125,4.0,16,512,2048,8192,2816,394.656,1078.946,670.689,0.4034
mixed,8,1,0.125,4.0,16,512,4096,16384,5632,752.194,2165.031,1296.226,0.3851
mixed,8,1,0.125,4.0,16,1024,128,512,176,107.969,133.408,107.039,-0.0366
mixed,8,1,0.125,4.0,16,1024,256,1024,352,118.368,169.184,116.385,-0.039
mixed,8,1,0.125,4.0,16,1024,512,2048,704,142.592,298.465,195.008,0.3363
mixed,8,1,0.125,4.0,16,1024,1024,4096,1408,214.528,557.09,355.873,0.4126
